ID,S,Izero,n,M
5410EC388EB5,45.78 16.36 10.94 133.11 32.12 25.87 3.6,24.198 326.625 8.72 34.996 1.672 1.15 98.98,9.09 12.2 12.0 12.54 31.82 28.93 11.25,1.0 -4.8969782761783e-17 -0.0555572360315923 2.71011174458075 -0.40388827272849 0.0376650770451406 0.00292373606020691 -1.47468652073546e-17 1.0 -0.697629358506622 -0.376900835555961 0.224856255221412 -2.21331238778819 -0.993295510391808 2.45368774816191e-16 -1.06411427544415e-16 1.675820978413 -6.17188108139722 0.510799373628448 0.265627765586236 -0.00548940298793863 4.15174417430946e-17 -1.07577267811873e-17 -0.183502397136223 1.675820978413 0.0179933071359469 -0.139402779055274 -0.000898910372820712 1.77646576541265e-16 2.25085821290074e-16 -6.78531776826989e-17 3.18421189269353e-17 1.09465336268756 -2.53083857453363 -1.23262592520511e-16 -1.30101984490262e-18 0.0 0.0 -3.25970522140352e-18 -0.0409400357645147 1.09465336268756 4.61002096026713e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC389FBF,50.92 16.64 10.1 184.23 36.53 19.04 4.34,14.285 375.614 8.483 39.238 4.083 1.194 90.183,7.15 12.42 12.75 13.27 14.71 37.11 11.13,1.0 -1.53048192604635e-16 -0.111451870123028 2.53737887567369 -0.346489836570957 -0.213093563918565 0.00626736931981702 -2.86022585656392e-16 1.0 -0.8539581015698 1.41658765285793 0.147862765752442 -2.06918729310026 -0.994214206744643 1.11334318438978e-16 -1.07998221738738e-16 1.65624249722149 -6.05389757584398 0.304111057698996 0.689652712165943 -0.0075843981426764 -6.09101890365975e-17 -5.86245045687135e-17 -0.179536686698809 1.65624249722149 0.0632068626026111 -0.199100790099395 -0.000277851241333903 -5.82851442564409e-17 -7.58185077857171e-17 2.05794074757757e-16 -7.47110467247683e-16 1.00792295985205 -2.08498943474995 -2.85956532611761e-17 -2.77891115507999e-17 9.19846203707798e-17 -7.81196645634507e-17 6.95368095010156e-17 -0.00383010724743778 1.00792295985205 1.08663482392467e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38A78,53.9 17.21 8.43 183.1 38.26 19.41 3.85,29.223 332.256 9.503 33.174 0.95 0.634 93.701,9.02 11.9 12.48 13.33 33.56 71.72 11.39,1.0 2.27477889688999e-17 -0.00638818343008404 2.44971071661363 -0.321853773392108 -0.161437812714395 0.0018902810513451 1.8954648747301e-17 1.0 -0.628054154275973 -0.604593805005682 0.0746433686771394 -2.16689694563182 -0.990981826562623 1.01861620367518e-16 -3.12389780639084e-17 1.61380930164178 -6.62145956463621 0.0728680965303093 1.09821460972637 -0.0141800581907356 -3.69439023967425e-17 8.47771722887734e-18 -0.149600122262193 1.61380930164178 0.0849455077819232 -0.204858068519272 0.000214491394281153 1.55149665228659e-16 -1.5399695647322e-17 6.76829048612671e-17 1.4729638673783e-16 0.980882396114427 -1.97088699851272 -1.78469344247698e-16 1.02337912216008e-17 0.0 0.0 2.48015930255494e-17 0.00951455924230993 0.980882396114427 2.76462746433013e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38A961,45.39 16.55 8.3 178.74 38.59 22.97 3.49,6.603 386.369 8.724 40.009 3.604 3.208 92.791,11.52 12.58 11.67 13.8 34.89 23.52 11.21,1.0 -1.20514175978053e-16 -0.217321329206496 3.0789042318901 -0.334911244541433 -0.394008887351977 0.00381349275785996 3.17161526710251e-16 1.0 -0.89153990389745 1.45795764617171 0.310267421571656 -2.75305265101323 -0.995152153886565 5.92885915063078e-16 -4.33645129640068e-17 2.39227696443019 -12.0439183774238 -0.329808466626295 3.16310627688073 -0.0032501474838749 -1.43038500734122e-16 -1.09983242348349e-17 -0.27654721708813 2.39227696443019 0.134536534557587 -0.476698181792963 -0.000824282950864066 6.93494964351757e-17 -2.45435919156596e-16 -2.59967535985068e-16 2.19024499344542e-15 1.01298106876148 -2.02829199398111 8.36822605659219e-18 2.3276759845411e-17 1.90247254341406e-17 5.929260468193e-17 -3.09963335758168e-16 -0.00648307884007346 1.01298106876148 -5.59792874625212e-20 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B845,55.58 15.77 9.84 196.99 52.77 24.42 3.65,30.326 400.793 9.782 39.696 0.938 1.434 89.041,9.63 12.17 13.39 13.58 571.67 26.21 11.38,1.0 5.56015858978232e-17 0.0294870698704315 1.91877373974839 -0.38769178748331 -0.24207762722493 0.00104827840827508 1.54177053861398e-16 1.0 -0.709279649790644 -0.267974770436207 0.0478343911469189 -1.86680705917862 -0.994128715996218 -4.06580650957566e-16 2.43512410303114e-17 1.56251943383546 -5.79319705288835 0.366953299251812 0.827108351095101 -0.00655070647441156 2.96958736954217e-17 1.67711933310153e-17 -0.151720637025423 1.56251943383546 0.0559756857538245 -0.167180062774769 -0.000363926401334653 -1.72499836530105e-18 -1.01106541265503e-16 3.07320621420796e-17 1.75535761842408e-16 1.03403634017314 -1.63636250832399 -4.00455990216124e-17 1.1428310163571e-16 -2.32852572507972e-17 7.89292322688162e-17 6.61322680315652e-18 -0.0215079558756013 1.03403634017314 6.04808311339616e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B892,44.25 17.12 9.64 182.22 34.22 23.11 3.84,18.042 317.109 9.705 37.431 1.371 1.356 98.193,8.55 11.94 11.93 13.36 -992.47 33.45 11.0,1.0 -4.60482919717076e-17 -0.0832236584565518 2.28768658250927 -0.368206082232425 -0.0841544618942003 0.00111591295365742 -4.16351249418129e-16 1.0 -0.873821415930391 0.3802593997389 -0.0293170228284625 -2.28399033207886 -0.992728656879525 2.85471610929827e-16 3.15089014266614e-17 1.72070512431148 -6.35542437664446 0.347122611843739 0.573059209111538 -0.00815123827963208 -5.83073253610459e-17 -4.25470206233305e-17 -0.195127961096922 1.72070512431148 0.0537079757121346 -0.188352750144908 -0.000175649579089725 1.59767508410951e-16 -1.68513734078092e-17 6.2114978820899e-17 1.3494515299793e-16 0.940366843500144 -2.08507540209287 4.47570554733536e-17 6.09304739453508e-17 3.8703121701438e-17 0.0 1.0465089445644e-17 0.0268944917241041 0.940366843500144 -1.50000680439469e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38E33B,44.73 17.11 8.82 205.44 45.57 22.99 3.01,29.241 419.598 8.014 40.322 6.695 0.834 74.152,10.16 12.0 12.48 13.56 20.03 89.92 11.28,1.0 -1.28454954511919e-17 0.0382878208030676 1.82832352727837 -0.40323354884674 -0.111128034379888 0.00182523356654309 -3.20538519657356e-16 1.0 -0.888721943228041 0.576186129374785 0.269849247892241 -2.60842991917121 -0.992875558804676 -6.80385529456036e-17 8.43060019863659e-17 1.696334079562 -6.91493624192655 0.0403413369733152 1.61508606510871 -0.00836503046649949 4.08469837438583e-17 -7.45949091674953e-17 -0.170820841811894 1.696334079562 0.0914787554851872 -0.270864790436459 -5.76414320234622e-05 -5.88719371653923e-17 -9.69006772493151e-17 3.50562406182057e-17 3.5488871940705e-17 1.00906849859689 -1.81369971937805 1.69897147951278e-16 -1.00091081821439e-17 0.0 0.0 -1.98620742766464e-17 -0.00504534249298447 1.00906849859689 -1.09710786228587e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC388AB5,53.56 16.74 11.02 192.05 27.79 24.85 4.08,24.672 230.264 8.441 35.73 2.322 1.068 54.06,10.98 11.98 12.25 13.34 16.51 46.32 11.26,1.0 -2.770154028511e-17 0.0183391769112164 1.8665751506129 -0.526396307871738 -0.104580848863918 0.00140853211967851 5.55620332315438e-17 1.0 -0.945354426052196 0.123294996724187 0.00359710562346625 -2.20483842911821 -0.996387094736431 -4.12558177293992e-16 1.21325904671847e-16 2.01340687369053 -7.41336410892853 0.422337673293753 1.16121854471012 -0.00340426834203593 7.29168502816812e-17 -5.4117606781791e-17 -0.275232719633495 2.01340687369053 0.0606768815100141 -0.30493015192256 -0.000134636517643713 3.45482370213538e-17 -1.04867577601641e-16 1.01854722425226e-16 4.3883549050826e-17 1.01832191261547 -1.56597543722008 6.76221464255241e-17 -4.38637794586149e-17 6.08996707706959e-17 -7.97014103240299e-17 4.15301234955956e-18 -0.011914366377601 1.01832191261547 -2.83041606186722e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC388CA9,58.41 15.89 8.58 202.21 53.35 24.74 3.4,21.128 253.432 8.289 35.481 0.476 1.456 50.836,11.61 11.54 11.91 13.37 -99.54 29.74 11.18,1.0 2.56176452093835e-17 0.0428700478008184 1.81235171744957 -0.508103591232309 -0.212668459746564 0.000399637620584239 -2.4432033233006e-16 1.0 -0.739150772998045 -0.289565288475997 -0.0861564184851369 -1.59971503375635 -0.994430460184029 3.3289220776228e-16 -1.05294518688583e-16 1.96413736579639 -7.13119353399694 0.709939101453088 0.824309807708831 -0.0100594866499153 -5.85533065098391e-18 3.18904657041025e-17 -0.265551371855671 1.96413736579639 0.0234646433623885 -0.222911853756346 0.000760042595068503 -2.43878967159983e-17 -1.58026421811416e-17 4.84426701334991e-17 -1.76891767457809e-16 1.0148120340795 -1.3225030428124 3.23550327051695e-17 2.86895500641792e-17 6.44777333531314e-17 8.21150296277753e-17 -4.33379200348789e-16 -0.0113658947816903 1.0148120340795 -3.62376366297897e-19 -2.02043356991201e-32 4.2709329397204e-17 -1.37672182597114e-16 3.72863015191576e-16 -5.86589855431655e-17 -9.11826066848672e-17 1.0
5410EC388CF7,55.45 16.28 9.23 178.17 55.57 22.5 3.14,21.328 238.822 8.172 34.238 1.555 2.031 39.353,10.86 11.88 12.4 13.21 48.38 47.86 11.29,1.0 7.18164936815551e-18 0.124032102309516 1.45879856481914 -0.464311615276918 -0.209798491743112 0.000546277282848056 -1.43448967916606e-16 1.0 -1.11723661692335 1.30624026419205 -0.173850077216921 -2.1865688569994 -0.995216461438625 -4.34996262771203e-17 2.28163924023415e-16 2.79268052955143 -11.5731473825141 0.905054135129231 1.98866933000881 -0.00614146753295249 -7.79370147708832e-17 5.00928118988496e-17 -0.432586214027517 2.79268052955143 -0.0150767242512537 -0.434154358086283 0.000251313320854337 -1.97720916108381e-17 1.40379063068972e-16 7.19219430928742e-17 -8.03635998623384e-16 1.00419299782047 -1.27060540014224 -2.12737592866235e-17 -1.59702025454756e-17 -1.60507140551871e-17 -2.10903242396669e-16 8.95845869539548e-16 -0.00331383689280756 1.00419299782047 1.74767705749683e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC388DCF,52.86 16.18 10.25 165.53 57.57 21.22 3.08,19.169 297.209 8.435 35.714 1.503 1.026 37.878,10.21 11.84 13.02 12.79 30.09 56.0 11.65,1.0 3.46864112617025e-17 0.384194717488675 0.757894896787811 -0.470829875600186 -0.0350727492314283 -0.000283613166771753 -1.67292853885803e-16 1.0 -0.760830246166244 -0.914626064741791 0.12432211289973 -1.78717740588457 -0.996027488253407 -9.97379152771287e-18 -1.42650311866455e-16 1.63385397724172 -5.23846262183241 0.255145998900111 1.04542459821211 -0.0042092653244883 1.30597404752655e-17 -2.05198761421852e-17 -0.197696331246248 1.63385397724172 0.0721778061053952 -0.248907003817839 -9.06788957369443e-05 6.85127409457239e-17 1.91300608732713e-16 -8.01913782047595e-17 -2.48192844229712e-16 1.01906389320683 -1.33313938509318 -9.97007199891732e-17 1.12296482623001e-16 -2.68707631047105e-17 9.70075524492753e-17 2.53523626531751e-18 -0.0145726136728577 1.01906389320683 3.65280118784451e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38A6C5,57.33 16.95 9.9 192.06 54.18 24.84 3.12,19.686 274.389 9.508 38.033 0.981 2.222 43.87,9.97 11.81 12.01 12.92 74.27 24.46 11.06,1.0 2.92790707446888e-17 0.433841252081808 0.338263469254008 -0.502463035467537 0.0905391445456018 -0.000281707215087827 1.54181388312963e-17 1.0 -0.875051618171169 -0.304407939108716 0.222948686118646 -2.05419805548662 -0.996229643602033 3.77496002148322e-16 -4.06432331660392e-16 2.33989896503461 -8.70629606910077 0.0607895562824851 2.23740651471581 -0.00436980811518107 -5.95135720981237e-17 2.83849597863763e-17 -0.360110450718826 2.33989896503461 0.111920847375344 -0.469955084077789 7.25134689263226e-05 -8.82256529775038e-17 -3.54748972207037e-17 1.13384259506278e-16 -4.67839463634665e-16 1.00270692767609 -1.23042167095133 1.82122653505571e-17 3.76023486439194e-17 -8.35741615161336e-17 0.0 3.70967672973143e-16 -0.00220595524088739 1.00270692767609 2.9633434495776e-20 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B6BD,49.7 16.82 8.79 196.8 52.21 20.64 3.95,20.277 231.715 7.401 35.36 1.675 1.524 50.469,9.32 11.97 11.72 12.86 22.26 24.55 10.98,1.0 1.86515728388371e-17 0.23946739517778 1.00383168936849 -0.481312477251668 -0.0684091879739277 -0.000838155041569125 -4.126060712919e-16 1.0 -1.05405968786003 0.512659624892314 0.0729215220880626 -2.00966163400981 -0.991399354390614 3.11545594602092e-16 1.80155204874669e-16 2.1623529167546 -8.3622511996734 0.294196190838502 1.71189455341007 -0.0125264239526427 -1.85706744007854e-16 -9.85516583216429e-17 -0.30056705542889 2.1623529167546 0.0786468976964957 -0.351296021982198 0.00104117292941735 7.36235883245684e-17 -2.50727376989667e-17 3.26892943575163e-16 -1.03272502022225e-15 1.0237776453237 -1.32098029576117 1.0349049260486e-16 1.05472626892807e-17 4.27531670110017e-17 0.0 -1.32000023696363e-16 -0.0184279976158266 1.0237776453237 -1.61279412687315e-18 -7.09927085123511e-32 4.56931622351473e-17 -1.70184678190145e-16 4.95306034555758e-16 -3.14790257272693e-17 -1.64934012750994e-16 1.0
5410EC38B7A6,52.28 14.55 10.5 185.47 59.18 20.75 3.69,28.407 235.092 10.108 38.151 1.159 1.696 44.153,12.75 11.81 11.88 12.69 52.54 24.63 11.16,1.0 7.50947539305015e-17 0.165233756079882 1.26333512422994 -0.506475104992182 -0.140263617286157 0.00129035637899166 -1.50929780014683e-16 1.0 -0.737752287591675 -0.110482469958333 0.192335712206395 -2.23006249472602 -0.995791249460516 4.21821826519532e-16 -4.38769051676106e-16 2.31961394572317 -9.6887954898911 0.204435588282831 2.0546055960851 -0.00620768125312578 -1.79152051531684e-16 -3.30469928997025e-17 -0.315931419407495 2.31961394572317 0.0827379408766515 -0.388661534216161 0.000145486186675729 6.34930369928781e-17 4.43127048624798e-18 -1.2174191318613e-17 1.60739412092199e-16 1.01621369974151 -1.27666927098526 2.96331260185608e-17 -3.92779091739654e-17 2.61828931759912e-17 -7.19332191046682e-17 1.40152672289183e-16 -0.0129059139867172 1.01621369974151 -7.28564723575793e-19 -5.48275718992629e-32 1.808162593145e-17 -1.50132420406332e-16 5.69371556822021e-16 -3.01989761173333e-17 -1.34325602151311e-16 1.0
5410EC38B7D5,58.66 14.5 9.12 196.62 59.34 18.93 4.03,19.164 252.308 7.964 39.769 0.855 1.272 52.788,9.9 11.52 11.76 12.63 130.29 41.76 11.11,1.0 -4.07408662481021e-17 0.0362964341860584 1.88041121063749 -0.498446164763574 -0.289023385169046 0.000157044244879219 -2.57289345936494e-18 1.0 -0.730467958828029 -0.582392672822732 0.0510696409066541 -1.85610570592128 -0.993018113499572 -1.09027604695621e-16 3.95231865956268e-16 1.81292538934567 -6.48265860722225 0.334920069574133 1.06826715774067 -0.0117784674790556 3.56659999323195e-18 -5.55369078231536e-17 -0.227340843823947 1.81292538934567 0.0692744092077855 -0.244741598752242 0.000777019821873603 2.37152464482101e-17 -2.1305538668776e-16 1.50883201861653e-16 1.88728362428674e-16 1.01692944479445 -1.27289058604922 9.495875873152e-17 2.76737718715254e-18 0.0 0.0 5.56298162161404e-18 -0.0135251616157662 1.01692944479445 1.24199437342132e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B837,57.64 15.94 8.91 192.41 52.5 20.12 3.03,17.671 228.281 10.022 33.945 0.786 0.946 50.773,10.2 12.23 11.54 12.84 96.97 28.66 11.07,1.0 4.96828548102852e-17 0.0615968215712785 1.76641988525218 -0.486107906662748 -0.281959512008104 0.000570402771088774 -3.26082270434222e-16 1.0 -0.886986911850247 -0.125372794029134 -0.347488484347995 -1.6142939820952 -0.996389365955584 -2.23694793918389e-16 1.07837646612008e-16 1.96213838157529 -7.09018704182229 1.20238251173204 0.0592861944438004 -0.00430346000539004 -5.88546314686599e-18 -7.17327947405912e-17 -0.266262178379766 1.96213838157528 -0.0534140968886097 -0.11997788717711 8.39795227314397e-05 -1.28756442762751e-17 1.85288210690818e-17 -5.92740838919105e-17 1.2686700710733e-16 1.00739122945048 -1.27434990525485 -8.16014317232347e-17 -5.12039089121602e-17 6.4798903084354e-17 -8.58433155303734e-17 -7.46250087972344e-18 -0.00584286913081281 1.00739122945048 -1.25489181318094e-16 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B8E6,53.49 17.65 9.39 196.43 60.11 21.16 3.74,21.402 248.98 7.692 34.295 3.148 1.883 50.178,11.74 11.45 12.19 12.66 17.33 18.96 11.31,1.0 6.28611126936808e-17 0.105569561587326 1.5497347537427 -0.495341038419423 -0.170064004361282 0.000249515267364016 5.73613560211915e-17 1.0 -0.725092639726695 -0.375344284522678 0.0384086783375124 -1.9652791831353 -0.993791499355075 -3.40461574153431e-16 1.56695560832926e-16 1.97351441038514 -7.47133085483606 0.516790494170188 1.20656372979892 -0.0109528865667728 -4.50798093176797e-18 8.66171589048716e-17 -0.257148927673183 1.97351441038514 0.0563812852809768 -0.283631696654337 0.00072716111965046 -4.04000118078733e-17 5.29476425852654e-18 -1.69949819169806e-17 -3.09379628692691e-17 1.03042582646102 -1.36438683681704 -2.04751931862112e-16 -5.76020153173903e-17 6.50276173020612e-17 -7.69205045243111e-17 -2.39958996609355e-17 -0.0229784959300807 1.03042582646102 1.0101711178837e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B974,55.35 14.73 8.9 191.66 55.25 23.33 3.65,20.966 223.7 6.837 36.411 0.554 1.765 52.877,10.61 11.89 11.64 12.82 -50.09 27.41 11.07,1.0 -4.05449793381407e-17 0.0439379887373564 1.8137657129894 -0.481369323439594 -0.263084038021998 0.000395387053297391 -4.61469920470349e-16 1.0 -0.915628586298006 0.285379580453174 -0.0867281059740155 -2.15357632200511 -0.993578701926926 7.66584530270765e-16 -2.33869974919348e-16 2.08505698043716 -8.47700765966532 0.581316074639243 1.45388471162688 -0.00992620566334825 -1.48101207804828e-16 2.04962483254538e-17 -0.266887293495957 2.08505698043716 0.0501694620425012 -0.314000395717239 0.000670554324908562 6.15273682004437e-17 -9.52576910484446e-18 3.27350572907002e-17 2.22414530486644e-17 0.99574272190734 -1.29008427050315 -3.81966381045612e-17 1.00126382630983e-16 -2.09984942214842e-17 7.21607781789654e-17 -2.17090306723464e-17 0.00328595098229422 0.99574272190734 8.91001001230894e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38BA41,52.88 15.28 11.15 189.38 50.94 25.28 3.52,24.944 250.432 9.028 41.194 1.795 1.195 46.222,9.02 11.8 11.58 12.88 102.01 47.13 11.05,1.0 -3.07592791535275e-17 0.228709893900182 1.03185361623746 -0.410889646928323 -0.160183938189108 -4.29524164337662e-05 2.92317727999928e-16 1.0 -0.99893592698281 0.852435301754403 -0.180537458875784 -1.94016965041357 -0.993419016099475 -2.54910348848052e-16 1.34965533614801e-16 2.36707898736645 -9.487015873466 0.761139504589158 1.49772810950566 -0.0111140512862224 7.99716339952197e-17 4.88635188927465e-17 -0.341096082079506 2.36707898736645 0.0136134540672275 -0.360123834857074 0.00100153479034465 6.77517589696343e-17 8.4223304594193e-17 -2.48596516380191e-16 8.6295980291528e-16 1.00746491201204 -1.35725672946263 -3.69536415427761e-18 4.52960398289485e-17 -2.49263058906826e-17 7.35733754512165e-17 -1.28067622741506e-16 -0.00554105701606622 1.00746491201204 -1.05507270533004e-18 -1.20920101240961e-32 2.70711082412265e-17 9.30990655703301e-17 -4.58438221189079e-16 3.51964695328526e-17 2.1538558803217e-17 1.0
5410EC38BAAF,55.46 15.2 11.1 199.84 72.75 24.57 3.6,21.819 267.067 10.498 42.73 4.507 1.499 44.091,9.87 12.01 11.33 13.07 40.21 34.65 10.88,1.0 -4.46693633509007e-17 0.295438092988636 0.819363559166301 -0.479288942404166 -0.0754096242032615 -0.000116527646937228 -8.56798712462933e-17 1.0 -0.920158543308522 0.0971564845094828 0.0651691106114515 -2.04814336408627 -0.994997421902509 1.4602864933789e-16 1.77229174318121e-16 2.26759961156926 -8.76019081941435 0.432445084201726 1.85618782398456 -0.0072156833719827 -1.4258794575818e-16 -1.1005021428235e-16 -0.328121663794071 2.26759961156926 0.0493796102216992 -0.389584440591866 0.000444109383925914 1.02954340671777e-16 3.41804689586912e-17 -1.07796235080699e-16 5.00118601647337e-16 1.01798302645641 -1.24020872113185 -6.87814074331941e-17 -6.25713091258557e-17 0.0 0.0 -1.22683565803065e-16 -0.014760753883618 1.01798302645641 1.18062941730405e-18 -7.10900814293795e-33 -2.57438409003573e-17 -1.26963225639873e-16 5.79496237589033e-16 -4.03901543356651e-17 -5.84303655705142e-17 1.0
5410EC38E354,55.77 15.13 10.81 193.06 53.82 10.43 3.93,25.92 219.339 8.396 36.947 1.057 0.709 50.559,10.28 12.23 12.58 12.88 80.46 -489.28 11.51,1.0 -3.52115096359852e-17 0.234847072355377 1.10084023545106 -0.467777395835751 -0.114779037882075 0.000441775789716919 -1.1488306009262e-16 1.0 -0.834783128195567 -0.102804105687748 0.114945969858176 -2.13599661323697 -0.99568092358279 9.25539035270926e-17 -2.20023327037463e-16 2.05159650316044 -7.8243787437533 0.234082629015044 1.65528259711353 -0.00576851491986627 1.36833369747937e-17 4.99012708150806e-17 -0.275734570024764 2.05159650316044 0.0933811842080806 -0.355228249780826 0.000175288405230024 6.19388770982196e-18 -5.49198508250132e-18 1.77813258253083e-17 -3.73989146462606e-17 1.02638300054387 -1.32577892180252 -3.69384444679491e-17 1.22143916671911e-18 0.0 0.0 2.43860329635471e-18 -0.020425021710823 1.02638300054387 1.33796512858202e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC388BC0,55.67 15.69 10.51 217.54 34.23 16.34 4.01,19.569 151.717 6.477 29.188 3.209 2.163 50.567,9.68 11.64 11.89 12.58 18.07 23.29 11.31,1.0 -1.79935395253174e-17 0.437233386140714 0.400320811144435 -0.390310411281379 0.0422038448015921 -0.000857102851057557 9.80087486044334e-17 1.0 -0.852002216215028 -0.241553914555902 0.0472401887931535 -2.31304001947995 -0.993976252359383 1.56657790486326e-16 -1.47692461606545e-16 2.2539002391298 -8.62973323558018 0.459138235243286 1.77690922965443 -0.0103740717086471 1.07394293945207e-17 1.51363425905297e-17 -0.32749170474556 2.2539002391298 0.0474803982430119 -0.411039555955288 0.000907352619266375 4.23351453178938e-17 9.24646046435949e-17 -7.36226563007565e-17 4.57382166020116e-17 0.977296808754546 -1.38434092960082 -1.2381719068945e-16 -2.08326988662455e-17 0.0 0.0 -4.32153505281397e-17 0.0160276676635746 0.977296808754547 -2.13077477593549e-18 4.00083430110412e-32 3.89244539222214e-17 1.09992072713115e-16 -5.57517257211261e-16 1.06157863034128e-17 5.17014413776163e-17 1.0
5410EC388D44,55.82 15.58 11.13 207.54 58.27 24.5 3.84,21.794 167.131 8.187 28.932 4.482 2.213 43.167,9.97 11.33 11.07 13.13 14.96 18.33 11.21,1.0 -7.9369706773427e-18 0.48989662967688 0.253891493130237 -0.372311030314637 0.0136106005031366 -0.00105622215430322 2.27689474246654e-16 1.0 -0.718685276382297 -0.578162613345314 0.0761309767523519 -1.74599095704462 -0.994680121758651 -1.16425298807291e-16 -3.80272158770772e-18 2.09224560218343 -7.68105205473582 0.230034162067206 1.65509535261193 -0.0108051931879162 3.42082012015685e-17 3.51710618099641e-17 -0.297517324630484 2.09224560218343 0.0944224468472616 -0.371817961370832 0.00103649847132165 2.44418406463817e-17 1.48813301266392e-16 1.09768098932903e-16 -8.31489075913316e-16 1.02004398674481 -1.34523400971906 -1.32685592280161e-16 1.05682863297555e-16 -2.55516199308312e-17 8.44550866865272e-17 -1.09586649421655e-17 -0.0151986554024977 1.02004398674481 2.08754188021095e-18 1.12281700629013e-32 2.91974827781201e-17 -1.35116008773671e-16 4.02121268305801e-16 -1.43901208594885e-17 -1.35903807580894e-16 1.0
5410EC388DE0,58.26 14.04 8.77 190.84 59.31 21.14 4.0,14.582 208.931 7.127 27.408 1.973 1.559 39.291,11.14 11.29 12.14 13.41 63.7 29.01 11.02,1.0 1.09668120604862e-17 0.508498569265624 0.354266194744409 -0.395602829329233 0.00314805342824801 -0.00183662308223157 -8.34439364049758e-17 1.0 -0.605646913825303 -1.10909313968115 0.120354065114453 -1.84935761104402 -0.995205925033382 -7.29578155698646e-17 -1.54169859566328e-16 2.14404863662842 -7.11030849365082 0.127666427738442 1.69924817875367 -0.0114531862095736 3.47324788488976e-17 4.74259399103081e-17 -0.344977425633512 2.14404863662842 0.112712968604122 -0.437430081360915 0.00134281766112038 7.36329582224309e-18 5.61383755671025e-17 1.04582307459441e-16 -5.06817764440874e-16 1.0062008333798 -1.34800725647892 -5.07338987242954e-17 1.03581337214081e-16 -3.53965022376939e-17 -1.82350755694955e-16 9.26450023206467e-16 -0.0046285238335471 1.0062008333798 1.63384314307914e-18 5.71157084989971e-33 1.32104467315196e-17 -1.10798387320085e-16 3.26255803139412e-16 1.04361848053581e-18 -1.1337062614921e-16 1.0
5410EC38A1C6,58.96 16.18 8.18 213.88 64.32 24.11 3.04,17.954 191.649 7.851 33.69 1.165 1.24 42.875,9.25 11.4 13.15 12.37 -348.74 34.61 11.62,1.0 -4.95885861278051e-17 0.497548052728414 -0.0582078527058175 -0.46330778273121 0.0751717371049353 -0.00274588621147688 2.80642457605927e-16 1.0 -0.847424172610946 0.374200230140763 0.236681904845739 -1.91392384022962 -0.991543373554439 -1.88427395444064e-16 -9.62749873100114e-17 2.55911000295961 -11.0028934577248 0.0576816003432629 2.49497464269822 -0.0206014753013254 -2.02497850790662e-17 8.38478388384702e-18 -0.362625887419377 2.55911000295961 0.096449255241479 -0.500855739414845 0.00241922905019782 4.07539774241093e-17 9.13690089916701e-17 -3.93849259057401e-16 1.4794512152404e-15 1.01086782993091 -1.30937710010951 -1.33205679219715e-16 -3.96754713444125e-17 9.38471661727605e-17 0.0 -3.89379196236328e-16 -0.00839020298842654 1.01086782993091 1.38512453940468e-18 8.10969963202355e-33 2.57038819145006e-18 -1.06051357092512e-16 4.47564439704949e-16 -2.77713114895241e-17 -7.24619030803418e-17 1.0
5410EC38A66A,65.0 16.23 10.23 208.4 61.18 24.19 3.23,17.624 190.253 6.829 29.36 1.573 2.313 38.77,10.22 11.57 12.84 13.35 72.34 30.44 11.3,1.0 -5.18077528538584e-18 0.367709841598408 0.812112424880776 -0.441724638827598 -0.130840696279267 -0.00164773494522766 2.01194846039953e-16 1.0 -0.784869520369529 -0.748902070145542 0.197527156463478 -1.99737268294364 -0.993346592801971 1.50221286668945e-16 -1.6727350931426e-17 2.17800010802881 -7.62953437842491 0.0855164907362505 1.84688054127126 -0.0136092336750176 5.98475672157034e-17 8.16651983449858e-17 -0.336283216679648 2.17800010802881 0.109643201228835 -0.424297084197553 0.00160126567942268 -1.39219994848943e-17 5.37380202787865e-17 -1.93883735525657e-16 4.61944025886924e-16 0.998693150091516 -1.18804537134887 -1.4652254216575e-16 -7.40451804948856e-17 -2.55099267387025e-17 9.20383717789833e-17 -3.88678727707134e-16 0.00109856246510067 0.998693150091516 -5.95010162929583e-19 -2.35276422326605e-35 -5.33835036700506e-17 1.64950494883854e-16 -3.91070072689202e-16 -2.10403574399462e-17 2.29203908350046e-16 1.0
