ID,S,Izero,n,M
5410ECF74927,37.78 12.98 6.14 240.74 90.84 15.29 3.34,6.86 137.005 10.994 29.566 0.411 0.997 58.723,6.36 11.84 10.09 10.82 15.5 21.74 16.4,1.0 -2.14831924461702e-17 0.114974720656446 2.43376738238524 -0.620032417894169 -0.098574331187065 0.00163662386878345 -2.23699332438616e-16 1.0 -0.541592916337626 0.490392885022096 -0.0892766256829042 -1.75094964870115 -0.997346194709946 5.75940408826443e-16 -8.27038967546067e-17 2.83655111692037 -24.9531401755485 1.30496963820294 1.98003375448425 -0.0138991004729102 2.8657155026099e-18 -3.37533652136954e-17 -0.208770162205339 2.83655111692037 0.0382405517807576 -0.195523582784751 0.00102297379480621 -2.91859800728791e-17 4.45866927127036e-17 1.45174117016638e-16 -1.56821177059655e-15 1.01580672464864 -0.888018238687844 -2.18946112436264e-17 -3.55447869442229e-17 4.61867791749275e-17 -3.76178291084742e-16 2.9893792324986e-15 -0.018081359698746 1.01580672464864 1.62136421104619e-18 -4.04943504448185e-32 -1.07123840530343e-17 -9.08404848407449e-17 8.44908474586702e-16 -6.82149083560888e-17 -2.71016189667498e-17 1.0
5410ECF719E6,23.13 13.03 8.58 324.79 47.14 27.39 4.2,11.194 112.369 11.866 30.806 0.619 0.729 43.804,9.85 10.67 10.87 10.55 22.14 31.57 10.69,1.0 -4.86732499365984e-17 0.428510134864878 1.39112074520148 -0.726470844493914 0.500446478758615 0.00958999873866896 -2.72433649626529e-17 1.0 -0.564604481374859 0.741023213312667 -0.0804089512545177 -1.41638598977907 -0.995105582885232 1.67366905377807e-16 -3.63714398460129e-17 1.88314582975849 -15.9990186550452 0.284857377288641 1.34935625098674 -0.0149717814363702 -1.69276732811411e-17 5.61365544386797e-18 -0.103949649802669 1.8831458297585 0.131241517666806 -0.144272800751645 0.000726442335287614 8.26266369355104e-17 -1.16742054553866e-17 1.14497157720914e-16 -5.09655710726745e-16 1.02619643472677 -1.03543220263932 -3.72896534673056e-17 1.48405967013537e-17 7.04723862289129e-18 -6.91172341608732e-17 6.33304349722841e-16 -0.0259627697985874 1.02619643472677 8.9668801482821e-19 -2.16146013587932e-32 5.26731279486209e-17 -1.50785736575895e-16 1.06742886704113e-15 -1.0961463185567e-17 -1.73028868817097e-16 1.0
5410ECF71ACD,32.8 11.81 9.32 374.55 51.07 24.45 2.41,12.25 107.398 11.209 31.549 1.925 1.233 34.401,13.43 11.02 11.73 11.08 38.17 -17.76 11.56,1.0 2.62711890988916e-17 0.326756772477043 1.06183921676055 -0.557703917335021 0.0594170610885597 0.0131431402847461 -1.42918573707404e-17 1.0 -0.631079890649685 0.84895359178634 0.0859425781640604 -1.80521811349247 -0.995351796179306 5.14016148532501e-16 -1.46625717685995e-16 2.34536537039886 -20.0800801552069 0.107286306572582 1.79035695907616 -0.0155822322624709 -6.14704303099636e-17 2.76738564371517e-17 -0.157139479816724 2.34536537039886 0.145060997070217 -0.189423853952253 0.000944009561585542 8.7360003182425e-17 4.94368851628923e-17 1.50443605599219e-16 -1.17602129613635e-15 1.02115961169956 -0.948861511191235 1.0989042281281e-17 3.3796024390009e-17 -3.46865648130827e-17 -1.88777849652022e-16 1.90463889892682e-15 -0.0227718593409003 1.02115961169956 1.08191045379664e-18 -1.28615262408079e-32 4.9317342255402e-17 -9.59310800125514e-17 5.96727426270134e-16 9.07631417571764e-18 -1.45750297073306e-16 1.0
5410ECF71BAB,29.86 11.38 8.08 330.76 49.65 21.71 2.88,5.853 105.107 11.399 28.248 5.402 1.384 44.278,20.45 10.8 11.9 11.11 30.16 87.96 10.58,1.0 4.97982170203014e-17 0.228454562071473 1.86628068960958 -0.515979805311808 -0.063038843194822 0.0277572808723958 1.76820318886072e-16 1.0 -0.583649968304094 1.02636306007444 0.141278830433578 -2.08760503191928 -0.994849786591271 -3.10975588281759e-16 -3.40763448513464e-16 1.94453410907281 -17.1733474376874 -0.0744037928374569 1.44754573428582 -0.0157834722378863 2.7444220853611e-17 4.08083263081202e-17 -0.106949375999004 1.94453410907281 0.150757546384249 -0.149139069132338 0.000768090973083733 -1.95689138263307e-17 -1.20455843190487e-16 5.96575160265075e-17 -1.05609211090821e-16 1.01783737609179 -0.98007560943878 2.70467035981141e-17 -5.06983237387491e-18 0.0 0.0 -1.96907219568928e-17 -0.0185246402448705 1.01783737609179 -2.13986605404108e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71CE8,33.08 12.45 7.57 360.16 45.06 22.38 2.69,13.721 99.331 12.581 27.573 0.384 0.822 43.619,27.32 11.39 11.87 11.04 21.14 47.9 10.95,1.0 -3.92019080478615e-18 0.40344883226082 0.0562610989607404 -0.414427478765879 -0.0112579269637734 0.0863899951593308 6.99874491267186e-17 1.0 -0.680512534479614 2.08819088915367 0.0790970213790787 -1.52910157908518 -0.994079540950027 7.47330766014669e-17 2.1009109457259e-16 1.92021465849242 -18.8182956746915 -0.0898218219756535 1.39153119771479 -0.0167058675288842 -3.72359254856786e-17 -8.9997471162199e-18 -0.0938984968002791 1.92021465849242 0.157307110398949 -0.143178635816246 0.000816916922162427 7.18969195309527e-17 -3.0673091707845e-17 5.36341600724328e-17 -9.67959293103083e-17 1.01761232532048 -1.00641858974196 1.01236637674476e-17 -5.55680171458408e-17 0.0 0.0 -2.22833305556536e-16 -0.0178082156931085 1.01761232532048 3.2183491463773e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71DD4,26.76 11.62 9.34 339.26 54.68 18.64 3.33,7.456 115.063 12.498 30.275 8.603 0.522 35.663,-12.17 11.44 12.25 11.63 32.76 18.91 11.27,1.0 1.18456417641902e-17 0.349617439126715 0.961376014554757 -0.396623598312133 -0.060518616528583 0.0413524202146661 1.55996690928706e-16 1.0 -0.660945560881593 0.965759348026552 -0.0359202514282639 -1.40470128521109 -0.993949782218604 5.01156153931001e-16 -1.96248752582014e-16 2.07687770513321 -17.9479617522202 0.787238067179992 1.23072514309049 -0.0175201664825171 -1.17940955510767e-17 -1.94153797490558e-17 -0.124612662307993 2.07687770513321 0.0838664747794822 -0.140841669758721 0.000951209988951025 -4.19292085380865e-18 6.82264660618298e-17 -3.1821825006576e-16 2.40947651960438e-15 1.02175203827271 -0.97107313717438 -6.72336946025184e-17 5.42637955927968e-18 2.76206341126535e-17 -6.63352604221475e-17 4.63780165888204e-16 -0.0228872456573087 1.02175203827271 1.76449954607303e-18 1.91254729975619e-34 -6.20432086275047e-18 2.15182748421001e-16 -1.83012056848999e-15 1.212380558012e-16 9.48281565671948e-17 1.0
5410ECF72225,33.8 10.98 7.63 370.96 40.13 20.92 2.76,11.005 91.785 11.47 28.876 2.026 1.048 36.917,14.35 11.71 11.78 11.67 25.75 10.38 10.71,1.0 2.1255098808125e-19 0.377511394547814 0.466701349770777 -0.617306075317134 0.115733186121203 0.0224686645408913 7.72247627116899e-17 1.0 -0.610552541548809 1.27822077904846 0.108510425710811 -1.77411526052784 -0.995420855938384 -3.19811876178622e-16 -1.1762329714406e-17 2.10277095376034 -19.7275662568934 -0.551927591981225 1.74677348214689 -0.0157707821532029 1.78219609804033e-17 1.52221057104482e-17 -0.117544896315203 2.10277095376034 0.180684067897408 -0.167211654693578 0.000881586722364061 -1.01165796919775e-17 -2.02932400170353e-17 4.01375908785706e-17 -3.26809274955005e-16 1.00602654163608 -0.972022844528779 1.23612732726796e-16 -1.11797848414054e-16 -1.061186269999e-16 0.0 2.40761708412609e-17 -0.00623736455814367 1.00602654163608 -1.56200452649363e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF722F8,26.45 11.07 8.52 379.7 48.19 22.63 3.56,9.345 105.536 12.293 29.353 1.507 0.228 35.592,16.88 11.3 11.31 11.8 37.69 30.39 10.91,1.0 -1.89060745080945e-17 0.434730842199015 0.405161232069864 -0.391266322703571 0.0632210892525606 0.046343949335989 -1.98337628992407e-16 1.0 -0.623115307016795 1.20392833083129 -0.27609532778102 -1.2752565988404 -0.994329650706147 3.59881900608958e-16 -6.93006201694383e-17 2.05582219226752 -17.6264138942825 0.840288198364278 0.991929658573187 -0.0187079819496344 -4.12660202782793e-17 -6.69352180950623e-17 -0.123143749316825 2.05582219226752 0.0864084633066804 -0.118036442585297 0.0011206081187831 -1.28595007667127e-17 6.71122855419225e-17 -2.00287160075648e-16 1.38634928991036e-15 0.997398047816739 -0.963685993800533 -3.51737334063109e-17 9.67807437038913e-18 4.4203421718892e-17 6.38362245013508e-17 -6.90271044042305e-16 0.00269297472910519 0.997398047816739 9.7149627079786e-20 -4.60417287197553e-32 4.24138737253079e-17 -1.71175706545801e-16 1.29210933255348e-15 -9.26062835709343e-17 -1.02930496191092e-16 1.0
5410ECF745FB,29.61 12.96 9.61 353.69 41.88 14.27 2.38,19.718 110.33 12.184 33.065 1.998 1.194 33.748,38.81 11.06 11.27 10.49 18.14 21.66 10.44,1.0 -2.01698396385182e-17 0.476683539409361 0.169633878621025 -0.27117794019324 -0.0281657900572864 0.0642575164992567 -2.78997246740871e-17 1.0 -0.610279448162122 0.459526705207153 -0.231595127764817 -1.32777778992904 -0.994568512911357 -4.19847119708703e-17 -8.12170055321874e-18 1.87226670124618 -15.5484260471691 0.810744231174433 0.850837926374095 -0.016663173641091 -7.6106061728379e-17 -1.426367577742e-17 -0.105034161939911 1.87226670124619 0.0947612461169421 -0.11773515038483 0.000934804041265209 5.8015836941813e-18 1.08628572189343e-16 4.38237421497701e-17 -8.40613608884099e-16 0.999209984617762 -0.987519227797734 -2.98168067756522e-18 -6.31726281579065e-17 -1.0163370146863e-16 -6.65555760441034e-17 7.60310952579903e-16 0.000799367987694155 0.999209984617762 -2.3853445420522e-21 7.06882512205261e-33 -5.65668766632162e-17 8.92958651549123e-17 -4.80872333975386e-16 4.36712234366996e-17 9.32283609758241e-17 1.0
5410ECF7473,24.81 10.22 8.13 357.16 46.81 19.08 3.78,11.668 116.037 12.297 28.991 5.688 0.468 56.431,12.98 11.44 12.18 11.93 28.01 42.64 11.09,1.0 -1.04177884177708e-16 0.411557644004638 0.438540987995941 -0.563239375164337 0.114659174264263 0.0142486946123634 -4.02445188099346e-16 1.0 -0.606662118399637 0.793221778528735 0.138935269296443 -1.6609020621291 -0.995207369264643 5.54004295909478e-16 1.63328496984292e-16 2.00759219169502 -17.1651139982116 -0.161808197008631 1.61022703462265 -0.0158599783143909 -8.75878499169011e-18 -2.08980451250608e-17 -0.117845661652498 2.00759219169502 0.158948374322726 -0.164869257919805 0.000930980727054734 -4.34538186423549e-18 4.50066438374976e-18 -1.02857259505334e-17 5.09725520908103e-17 1.00610293994547 -0.95358436648032 4.77835987875355e-17 -3.63168213170499e-17 8.78748291438987e-17 -6.62931140173035e-17 3.69881411867914e-17 -0.00643905881565105 1.00610293994547 -8.90710871105724e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF74913,30.31 13.16 7.97 365.34 41.69 22.11 3.31,8.268 104.544 12.07 31.846 1.518 0.709 38.881,27.6 11.0 11.55 10.25 26.02 21.47 10.4,1.0 6.34041353700699e-17 0.267188708700262 2.08998485683201 -0.564133789509843 0.0532522040545771 0.021434205333427 1.21495850628305e-16 1.0 -0.570781548918319 -0.367915621403437 0.0972504402983205 -1.54178701692457 -0.993664324807007 -2.53988434471408e-16 -1.44830508402433e-16 1.53937787090124 -11.5251681816505 -0.41073450809799 1.28516199207864 -0.0170870943670038 -4.35931493788629e-18 -9.88050178984963e-18 -0.0720428843581783 1.53937787090124 0.178135652771573 -0.136754206988543 0.000799676016375779 -4.57922554501593e-17 -1.39931911825958e-16 6.19451823573495e-17 -1.62004512675212e-18 1.00674926722244 -1.00735331678278 1.31139230248141e-16 5.61262382731342e-17 5.92883780845299e-17 0.0 -4.55963841713005e-17 -0.00674522009039036 1.00674926722244 5.55156600581696e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF74BB3,33.79 12.47 9.45 343.08 48.59 21.2 3.11,20.701 102.706 12.093 32.246 5.589 1.758 28.979,27.15 11.01 11.59 10.39 24.83 32.12 9.65,1.0 -3.78572847729303e-17 0.439922554037603 0.608492435093955 -0.450159203215856 0.033934222229582 0.0852048441609902 -5.46417198761965e-17 1.0 -0.608769585463422 0.285674903064563 0.0863212401505499 -1.50030181982499 -0.993364411518449 2.90314487825013e-16 -1.89305560196001e-16 1.59980587315613 -12.8163648110284 -0.0437688629903468 1.0983960571105 -0.0174378840174017 -1.60830201002586e-17 2.64172761849371e-17 -0.0748709148637068 1.59980587315613 0.150055003066332 -0.118702104842604 0.000816092972014391 3.40195967060355e-17 1.50728151247101e-16 -6.86856093823966e-17 -1.1878176698548e-18 1.01020514286346 -0.971918367948939 -1.04788125714822e-16 -3.67915049353e-17 9.01239310973009e-17 -7.32077349166771e-17 2.0643869520838e-17 -0.0106071540000664 1.01020514286346 -6.99036155764944e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF74FC4,27.34 10.93 8.67 341.73 48.07 18.07 2.76,11.346 114.695 11.814 34.109 0.814 0.282 32.355,9.17 10.98 11.83 10.81 33.78 698.77 11.25,1.0 4.53035692263816e-19 0.390922664414079 1.09575761513847 -0.632172224584937 0.24492533230762 0.00691941198893919 -2.12892249725138e-16 1.0 -0.586468926014591 0.710995210045293 0.0230248422957385 -1.70539705863312 -0.995613935683294 -4.69231853389923e-16 -2.87165780879663e-16 1.97143438884982 -16.9831186861857 0.00141993183805585 1.63351395760167 -0.0132845894866401 2.23297340425263e-18 -2.42665292977268e-17 -0.11276604704221 1.97143438884982 0.135492399561085 -0.159370292883118 0.000659878518635815 1.77582228862758e-17 2.93910632848451e-19 -1.05731784213367e-18 8.70944974741266e-17 1.00861701863702 -0.990461912301557 -4.66422671036446e-17 -5.11334523496471e-18 0.0 0.0 -2.28229051217415e-17 -0.00877496806214209 1.00861701863702 -3.46885100733323e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF75143,32.02 12.01 9.02 307.62 48.03 24.87 4.35,20.321 116.357 11.627 29.062 9.075 0.486 38.116,15.31 11.09 11.36 11.17 40.16 26.12 10.46,1.0 9.74877710211227e-18 0.510465926347919 -0.9722088106507 -0.306737841539035 0.0451529668910034 0.0349777851081993 -7.30635874447514e-17 1.0 -0.69544348122445 2.06238190624003 -0.245887337011335 -1.52652743466188 -0.995201439979551 4.77896636589684e-16 -5.2978196500711e-17 2.08830698446801 -19.7157062403625 1.54209353865435 0.860888895059067 -0.0144093181928292 -7.64089059775575e-17 1.85666323591952e-17 -0.115274545542634 2.08830698446801 0.0253768259363156 -0.0968013266149192 0.000795394364244183 -6.53213723046263e-17 -8.45207848369773e-18 1.47819485070307e-16 -1.60879936490626e-15 1.01911154141171 -0.941455241956137 1.70798002748653e-17 5.08875328702885e-17 2.57222339073412e-17 -5.75096743733157e-17 6.22883327508831e-16 -0.0206879642906577 1.01911154141171 -3.46719945579763e-19 2.22743460103385e-33 4.66736512968085e-17 -2.64194851854323e-17 3.92409057507487e-17 -5.50045665753249e-17 -2.44277315247815e-17 1.0
5410ECF71974,35.28 10.97 8.98 329.95 46.59 23.5 3.27,7.178 120.663 10.996 30.136 2.277 0.626 43.097,62.44 10.67 11.37 11.35 43.88 34.42 10.98,1.0 4.42772900954949e-17 0.263106090028529 1.48021905466883 -0.423403540717421 -0.0834464297678787 0.029393221909354 -2.95027876157838e-16 1.0 -0.546195311310583 0.695989154497365 0.000132522033954822 -1.80295356728722 -0.995511517069078 6.61534068974439e-16 -3.01180808317362e-16 2.23397516556828 -19.4326797727288 0.279328156970467 1.7575116672074 -0.0133823824920684 -7.85412137287169e-17 2.63530758869496e-17 -0.141857423013586 2.23397516556828 0.14400664075958 -0.186520937471206 0.000549781288246335 2.31087864653267e-17 9.3394436939051e-17 3.73078690339103e-17 -6.16168375731345e-16 1.01186468001743 -0.941641271224216 -2.48358810715103e-17 -3.18590388713317e-17 6.231729970438e-17 -1.73359810203148e-16 1.13522233565076e-15 -0.0127494949682196 1.01186468001742 1.28734839859581e-18 2.94902510237308e-32 -3.01466095754792e-17 8.95258356324639e-17 -6.5650785526563e-16 1.99025932511706e-17 1.01806673938171e-16 1.0
5410ECF719CA,33.41 11.02 9.11 358.26 47.58 19.94 3.56,22.16 119.399 11.643 29.893 1.286 1.06 37.829,14.69 11.06 11.79 11.21 32.75 98.01 11.33,1.0 -4.27725661867377e-17 0.607840381460855 -1.52684230076244 -0.543291495578024 0.29473337565002 0.0142264457923259 -2.53939138579212e-16 1.0 -0.585714142598982 0.806808734617418 0.0885325327971376 -1.66207306156758 -0.995519867524535 9.45579999863217e-16 -2.93589267270416e-17 2.43748693049976 -21.5515281933998 -0.248003929129921 2.43576218249891 -0.0113667815527383 -8.13440598429152e-17 2.87090149953762e-18 -0.162580378264334 2.43748693049976 0.171370873684738 -0.256870072597638 0.000358164329567629 8.11484128051437e-18 1.16784588481665e-16 -4.69442601213823e-18 -4.37841984084689e-16 1.01074499759812 -0.985779596157443 -5.07543511516041e-17 -3.32254017863471e-17 0.0 0.0 -1.2783473337297e-16 -0.0110171204738195 1.01074499759812 8.74238399114351e-20 2.17266747859686e-33 3.02133521439921e-17 4.96658841638726e-17 -5.71220602250031e-16 -3.39925212560244e-18 1.63373588796997e-17 1.0
5410ECF71A1B,34.99 12.28 10.04 368.9 50.16 19.95 3.92,14.348 100.343 11.958 30.328 -1.013 1.734 35.834,15.56 11.1 11.31 11.35 71.76 62.07 11.02,1.0 -1.71661095897204e-17 0.36519210680003 0.626798219999506 -0.550876352789919 0.112537013403747 0.00681487297343981 3.0811069940455e-16 1.0 -0.645476380446316 0.91293967410527 0.0284004113691993 -1.71424575865778 -0.994244205234715 -4.09532745976191e-16 3.86543843817975e-17 2.0563776496426 -17.60629416071 0.266919738402386 1.96952984630015 -0.0153974155445701 -1.3405256470668e-19 -1.29938530586562e-17 -0.123382658978556 2.0563776496426 0.138940296427677 -0.215347248165336 0.000723844932674227 6.87707850921919e-17 -1.05636244014836e-18 2.74409788489232e-18 2.39510252690296e-16 1.00153130129843 -0.957063311520783 6.26796385645862e-17 -9.92001996059161e-18 6.46860601264863e-17 1.22821905219455e-16 -1.38724052142355e-15 -0.00160245008207746 1.00153130129843 -9.3956942508386e-19 1.00312584591186e-32 2.44051249443395e-17 -1.26066888772913e-16 9.6676644436522e-16 -2.03135237503245e-17 -1.41100559295806e-16 1.0
5410ECF71AC1,31.03 11.89 8.83 344.72 49.04 25.79 2.71,17.097 117.041 12.252 34.613 4.391 0.609 36.843,13.24 11.28 11.32 10.61 34.28 30.63 10.21,1.0 1.04224567307275e-17 0.403557851101248 0.464958968564607 -0.463352272151804 0.141768427396703 0.01395381269513 -1.87652017380755e-16 1.0 -0.613837617795847 0.848824045302741 -0.115658965392949 -1.59566768814968 -0.993403164537028 5.1455042799612e-18 -2.64829436749644e-16 2.00227085546802 -17.4916379662831 0.349777057927367 1.26523715185985 -0.0156290054802751 -3.76970467489682e-17 2.69853215955258e-17 -0.114730120018318 2.00227085546802 0.146164899119777 -0.145645623622684 0.000495542014019763 2.3487258553703e-17 1.31839522417674e-16 -5.64199887670559e-17 -8.46793198159176e-18 1.00823951479804 -0.992712626270152 -1.36833466866699e-17 6.66654118760558e-17 -1.51506048292486e-16 1.20529478484641e-16 -1.03074111970795e-16 -0.00836838797282372 1.00823951479804 1.7230163494165e-16 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71C73,36.92 11.84 8.85 360.54 48.54 27.83 2.55,19.257 106.628 11.532 29.819 1.55 0.98 39.117,15.19 11.19 11.43 11.06 26.29 47.64 10.89,1.0 -1.59015048766379e-17 0.391292894496188 0.456454643561705 -0.560563658865998 0.126774126563836 0.0110849103986674 -3.12803064616005e-16 1.0 -0.731511278256434 1.5278302719507 0.103138687008634 -1.80796066805463 -0.993582143065975 -2.76892022456301e-17 -5.74131759224477e-17 1.92535146665284 -16.4946785499616 -0.196366358429332 1.82883085335571 -0.0131499002215484 -3.03308796559833e-17 -1.67456727098531e-17 -0.108012217279225 1.92535146665284 0.179246803802518 -0.196680136077679 0.000437709402428845 3.07004988743538e-17 7.51139685884519e-17 -4.87805469731647e-17 1.78864205499018e-16 0.998277312772441 -0.95704845975494 -2.25492113570394e-16 1.11763347465638e-17 0.0 0.0 4.25673061492375e-17 0.00179689916299043 0.998277312772441 -3.77401974385618e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71DFB,33.29 10.07 8.42 257.12 46.41 21.48 2.64,22.515 113.813 12.125 30.817 4.071 0.548 32.02,13.68 11.35 11.12 10.29 20.35 20.5 10.81,1.0 -8.97204997208367e-17 0.461176446802204 0.127044672153443 -0.48046041967023 0.149596220021709 0.0687345927090529 -1.88100797903897e-16 1.0 -0.581654031408217 0.511494427556373 0.00904237762423737 -1.89829572971872 -0.994569569626748 4.6320845564139e-16 -9.35586547835264e-17 1.69047880749838 -14.325286462622 0.207158799903197 1.25954665684089 -0.0119310106131978 1.1235092757433e-17 1.48084072204232e-17 -0.081481078521422 1.69047880749838 0.12941136576288 -0.126410141144055 0.000275074711556117 -5.95902866251029e-18 6.32005034461025e-17 -4.0889481211728e-17 4.32680522070508e-17 1.01043426969469 -0.984365065536565 -1.78523566176825e-16 6.34873535327439e-18 0.0 0.0 2.56177820239975e-17 -0.0107106032587637 1.01043426969469 -1.72295218293665e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF72E4D,29.2 11.95 8.59 356.53 52.27 25.81 2.99,18.783 102.081 12.436 32.92 0.793 0.431 37.293,12.3 11.24 11.34 10.54 25.22 15.17 10.46,1.0 6.81464038260549e-17 0.570308239530821 -0.782216265430853 -0.493027813403965 0.388338995342701 0.0171024782947187 5.76917045604573e-17 1.0 -0.673405667605985 1.37807173273212 -0.0276535269213463 -1.73079215537799 -0.99414449673158 3.24769811749547e-16 1.27780930955334e-16 1.43661763663067 -12.6923731578683 0.401829435704985 1.75625431453944 -0.011516659650226 3.19508037755124e-19 -2.47526182048985e-17 -0.0494196467000951 1.43661763663067 0.134370867633869 -0.187481196633393 0.000296173091967778 1.1917122745389e-16 -4.51130094724266e-17 1.76075614450547e-16 -8.42140422072154e-16 1.02077480891096 -0.979943816554517 9.54041495576853e-17 7.05611345054488e-17 -1.57986481285755e-17 6.16619620206705e-17 -1.7221891529246e-16 -0.0216404259489123 1.02077480891096 -2.46046522571488e-18 -3.93744954576909e-33 -1.69371209126123e-17 2.51739597411018e-17 -1.44983062376745e-16 -1.99016891585742e-17 6.93987190913619e-17 1.0
5410ECF74785,33.77 10.6 10.02 369.12 47.61 14.48 3.25,24.368 118.587 11.639 31.893 1.647 1.235 31.139,14.08 11.16 11.5 10.9 28.16 25.6 12.38,1.0 -2.1953263645376e-17 0.612828156079793 -1.49964596563685 -0.38497288260687 0.237621930897028 0.0140439451439564 3.11961214691065e-16 1.0 -0.591176639861379 0.712749430492374 -0.12323136917471 -1.73530728863924 -0.996252941342076 6.47484027062506e-17 3.01663569208505e-16 2.18749027250419 -19.2461956645737 0.512617858363647 1.72745905851235 -0.00888232612640618 -1.23700509873635e-17 -4.11832543788727e-17 -0.134968149813509 2.18749027250419 0.128477566925504 -0.194981337132664 0.000248039521999285 1.66317236878663e-17 -2.16055726499128e-17 6.70685583367533e-17 -4.28376528479944e-16 0.984147945228506 -0.937991406597289 2.08710375647876e-17 9.20722207804119e-17 1.89333249598821e-17 -5.87733003034143e-17 7.90484503366123e-16 0.0166321002743617 0.984147945228506 7.79632654519841e-19 1.14560659641631e-32 2.16804977561082e-17 -7.01002255223316e-17 5.19447731985063e-16 2.01947645364017e-18 -1.00124221149284e-16 1.0
5410ECF749AA,35.0 12.96 8.25 360.87 49.12 18.11 3.3,21.543 123.914 10.637 35.006 5.84 4.084 37.687,15.29 10.88 12.56 11.1 19.34 33.45 11.17,1.0 -1.71252901027694e-17 0.399814067744013 0.959960838181567 -0.643948960709005 0.170106664513623 0.00941442886787338 -1.15888961439031e-17 1.0 -0.593097819142417 -0.320117061696651 0.145061671394996 -1.52924338167075 -0.992193693232639 3.27827263262473e-16 1.13201201657519e-16 1.62984095360038 -11.9288059394012 -0.174663937526929 1.19051092834355 -0.0176092906149848 2.17894231037093e-17 -7.63008393377756e-18 -0.0860556023501002 1.62984095360038 0.161128153102152 -0.134514031429288 0.000629770544471177 -1.2941219848417e-17 2.33399613417117e-18 -6.1928205022153e-18 -1.58456713005763e-17 0.994689501952501 -0.965545099545293 -9.18117940863192e-18 1.8828394265369e-18 0.0 0.0 7.31709057940769e-18 0.00547079226073875 0.994689501952501 -2.67749301179907e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF74A92,28.47 12.01 8.81 339.45 44.99 21.82 3.88,17.836 103.659 11.711 32.928 0.395 1.303 42.203,12.5 11.26 11.87 11.4 63.07 39.34 10.58,1.0 7.34265929780254e-17 0.6032386481877 -1.52485222350083 -0.515549425350042 0.324014046143567 0.0228411169205298 3.8977570135552e-16 1.0 -0.713720733018703 2.11720756291658 0.0145845500940296 -1.69425877919713 -0.9944947685013 -7.2955624142853e-16 2.25019656115489e-16 2.25513130321602 -20.953778016962 0.195386099054596 1.77878023567913 -0.0116891573918379 6.37249587844944e-17 5.45871744510334e-18 -0.13508236506264 2.25513130321603 0.144815236985446 -0.183764425093383 0.00030018052777108 4.50770178347008e-17 -5.94990037862561e-17 1.51305718474205e-16 -9.53346662913107e-16 1.01160716032543 -0.97539162398578 -4.90825435661226e-17 -2.17665465408601e-17 -9.75492074066778e-17 -6.0267541325251e-17 9.11546165698391e-16 -0.0120381252078727 1.01160716032543 1.05947467761805e-18 9.12388650180907e-33 -3.82947326916491e-17 -5.33711112175136e-17 6.6878075825183e-16 -1.21262215169349e-17 5.6369391211745e-18 1.0
5410ECF74E6A,34.52 11.31 10.41 256.43 44.2 18.6 3.86,24.154 106.01 11.65 28.827 6.975 1.125 40.855,21.04 10.8 11.02 10.93 21.68 32.1 11.08,1.0 -3.16868085590935e-17 0.476383455353407 -0.031443328103627 -0.341613243300373 0.0605139556589916 0.0709491480339496 4.85772056546294e-16 1.0 -0.624252126171431 1.10437606296213 -0.118453332734222 -1.73416947730833 -0.99551015862843 -9.48454808786442e-16 4.25892014996495e-16 2.05980452949368 -17.6928969865389 0.992162867992156 1.13265737655561 -0.00919529698838499 6.5650195504293e-17 -2.05016289886001e-17 -0.123382291316671 2.05980452949368 0.0638712681395197 -0.125596804943977 0.000150798289604238 3.2480492014284e-17 1.34524797208885e-16 1.10207707644309e-16 -1.38751931683382e-15 0.998364050715576 -0.962323108484744 -9.12833718553707e-17 3.43202477535595e-17 0.0 0.0 1.39357366003328e-16 0.00169721888621648 0.998364050715576 -1.87005535692216e-18 -7.12587592548776e-32 -9.71476724805943e-18 1.5574508395194e-16 -1.29642540860152e-15 4.02417394166661e-17 1.3096965331138e-16 1.0
